EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 18-04-2024
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 PP   : Sea level pressure in 0.1 hPa
30-34 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station KREMSMUENSTER (TAWES), AUSTRIA (STAID: 11)
Blended and updated with sources:2148 125512 136484 911012 
See files sources.txt and stations.txt for more info.

STAID, SOUID,    DATE,   PP, Q_PP
    11,136484,19001112,10172,    0
    11,136484,19001113,10146,    0
    11,136484,19001114,10113,    0
    11,136484,19001115,10117,    0
    11,136484,19001116,10047,    0
    11,136484,19001117,10016,    0
    11,136484,19001118,10095,    0
    11,136484,19001119,10151,    0
    11,136484,19001120,10146,    0
    11,136484,19001121,10054,    0
    11,136484,19001122,10134,    0
    11,136484,19001123,10148,    0
    11,136484,19001124,10101,    0
    11,136484,19001125,10094,    0
    11,136484,19001126,10108,    0
    11,136484,19001127,10126,    0
    11,136484,19001128,10012,    0
    11,136484,19001129, 9988,    0
    11,136484,19001130, 9961,    0
    11,136484,19001201,10025,    0
    11,136484,19001202,10103,    0
    11,136484,19001203,10205,    0
    11,136484,19001204,10171,    0
    11,136484,19001205,10079,    0
    11,136484,19001206,10074,    0
    11,136484,19001207,10084,    0
    11,136484,19001208,10311,    0
    11,136484,19001209,10306,    0
    11,136484,19001210,10318,    0
    11,136484,19001211,10302,    0
    11,136484,19001212,10298,    0
    11,136484,19001213,10284,    0
    11,136484,19001214,10331,    0
    11,136484,19001215,10314,    0
    11,136484,19001216,10332,    0
    11,136484,19001217,10338,    0
    11,136484,19001218,10292,    0
    11,136484,19001219,10288,    0
    11,136484,19001220,10276,    0
    11,136484,19001221,10225,    0
    11,136484,19001222,10234,    0
    11,136484,19001223,10177,    0
    11,136484,19001224,10230,    0
    11,136484,19001225,10286,    0
    11,136484,19001226,10250,    0
    11,136484,19001227,10170,    0
    11,136484,19001228,10065,    0
    11,136484,19001229,10075,    0
    11,136484,19001230,10122,    0
    11,136484,19001231,10051,    0
    11,136484,19010101,10195,    0
    11,136484,19010102,10286,    0
    11,136484,19010103,10309,    0
    11,136484,19010104,10317,    0
    11,136484,19010105,10300,    0
    11,136484,19010106,10243,    0
    11,136484,19010107,10245,    0
    11,136484,19010108,10248,    0
    11,136484,19010109,10268,    0
    11,136484,19010110,10248,    0
    11,136484,19010111,10269,    0
    11,136484,19010112,10315,    0
    11,136484,19010113,10384,    0
    11,136484,19010114,10410,    0
    11,136484,19010115,10355,    0
    11,136484,19010116,10288,    0
    11,136484,19010117,10285,    0
    11,136484,19010118,10295,    0
    11,136484,19010119,10254,    0
    11,136484,19010120,10237,    0
    11,136484,19010121,10221,    0
    11,136484,19010122,10301,    0
    11,136484,19010123,10365,    0
    11,136484,19010124,10296,    0
    11,136484,19010125,10264,    0
    11,136484,19010126,10144,    0
    11,136484,19010127, 9988,    0
    11,136484,19010128,10007,    0
    11,136484,19010129, 9982,    0
    11,136484,19010130,10039,    0
    11,136484,19010131,10101,    0
    11,136484,19010201,10153,    0
    11,136484,19010202,10027,    0
    11,136484,19010203,10096,    0
    11,136484,19010204,10052,    0
    11,136484,19010205, 9980,    0
    11,136484,19010206,10064,    0
    11,136484,19010207,10191,    0
    11,136484,19010208,10223,    0
    11,136484,19010209,10272,    0
    11,136484,19010210,10260,    0
    11,136484,19010211,10189,    0
    11,136484,19010212,10217,    0
    11,136484,19010213,10201,    0
    11,136484,19010214,10267,    0
    11,136484,19010215,10305,    0
    11,136484,19010216,10239,    0
    11,136484,19010217,10143,    0
    11,136484,19010218,10196,    0
    11,136484,19010219,10250,    0
    11,136484,19010220,10238,    0
    11,136484,19010221,10253,    0
    11,136484,19010222,10264,    0
    11,136484,19010223,10204,    0
    11,136484,19010224,10165,    0
    11,136484,19010225,10131,    0
    11,136484,19010226,10125,    0
    11,136484,19010227,10124,    0
    11,136484,19010228,10105,    0
    11,136484,19010301,10072,    0
    11,136484,19010302,10079,    0
    11,136484,19010303,10055,    0
    11,136484,19010304,10154,    0
    11,136484,19010305,10189,    0
    11,136484,19010306,10135,    0
    11,136484,19010307,10017,    0
    11,136484,19010308,10051,    0
    11,136484,19010309,10178,    0
    11,136484,19010310,10165,    0
    11,136484,19010311,10020,    0
    11,136484,19010312,10132,    0
    11,136484,19010313,10150,    0
    11,136484,19010314,10119,    0
    11,136484,19010315,10130,    0
    11,136484,19010316,10139,    0
    11,136484,19010317,10111,    0
    11,136484,19010318, 9964,    0
    11,136484,19010319, 9907,    0
    11,136484,19010320, 9853,    0
    11,136484,19010321, 9950,    0
    11,136484,19010322,10135,    0
    11,136484,19010323,10199,    0
    11,136484,19010324,10181,    0
    11,136484,19010325,10097,    0
    11,136484,19010326,10044,    0
    11,136484,19010327,10083,    0
    11,136484,19010328,10052,    0
    11,136484,19010329,10150,    0
    11,136484,19010330,10183,    0
    11,136484,19010331,10128,    0
    11,136484,19010401,10107,    0
    11,136484,19010402,10237,    0
    11,136484,19010403,10227,    0
    11,136484,19010404,10176,    0
    11,136484,19010405,10195,    0
    11,136484,19010406,10207,    0
    11,136484,19010407,10128,    0
    11,136484,19010408,10136,    0
    11,136484,19010409,10107,    0
    11,136484,19010410,10085,    0
    11,136484,19010411,10106,    0
    11,136484,19010412,10045,    0
    11,136484,19010413,10088,    0
    11,136484,19010414,10097,    0
    11,136484,19010415,10030,    0
    11,136484,19010416,10064,    0
    11,136484,19010417,10128,    0
    11,136484,19010418,10263,    0
    11,136484,19010419,10270,    0
    11,136484,19010420,10234,    0
    11,136484,19010421,10221,    0
    11,136484,19010422,10213,    0
    11,136484,19010423,10202,    0
    11,136484,19010424,10175,    0
    11,136484,19010425,10110,    0
    11,136484,19010426,10073,    0
    11,136484,19010427,10089,    0
    11,136484,19010428,10106,    0
    11,136484,19010429,10137,    0
    11,136484,19010430,10149,    0
    11,136484,19010501,10185,    0
    11,136484,19010502,10182,    0
    11,136484,19010503,10177,    0
    11,136484,19010504,10164,    0
    11,136484,19010505,10126,    0
    11,136484,19010506,10029,    0
    11,136484,19010507, 9988,    0
    11,136484,19010508,10054,    0
    11,136484,19010509,10168,    0
    11,136484,19010510,10160,    0
    11,136484,19010511,10166,    0
    11,136484,19010512,10202,    0
    11,136484,19010513,10213,    0
    11,136484,19010514,10201,    0
    11,136484,19010515,10169,    0
    11,136484,19010516,10123,    0
    11,136484,19010517,10133,    0
    11,136484,19010518,10156,    0
    11,136484,19010519,10175,    0
    11,136484,19010520,10205,    0
    11,136484,19010521,10260,    0
    11,136484,19010522,10238,    0
    11,136484,19010523,10209,    0
    11,136484,19010524,10188,    0
    11,136484,19010525,10122,    0
    11,136484,19010526,10085,    0
    11,136484,19010527,10122,    0
    11,136484,19010528,10143,    0
    11,136484,19010529,10120,    0
    11,136484,19010530,10113,    0
    11,136484,19010531,10144,    0
    11,136484,19010601,10146,    0
    11,136484,19010602,10130,    0
    11,136484,19010603,10146,    0
    11,136484,19010604,10162,    0
    11,136484,19010605,10196,    0
    11,136484,19010606,10171,    0
    11,136484,19010607,10159,    0
    11,136484,19010608,10136,    0
    11,136484,19010609,10127,    0
    11,136484,19010610,10130,    0
    11,136484,19010611,10135,    0
    11,136484,19010612,10113,    0
    11,136484,19010613,10037,    0
    11,136484,19010614,10087,    0
    11,136484,19010615,10073,    0
    11,136484,19010616,10138,    0
    11,136484,19010617,10157,    0
    11,136484,19010618,10129,    0
    11,136484,19010619,10184,    0
    11,136484,19010620,10228,    0
    11,136484,19010621,10199,    0
    11,136484,19010622,10173,    0
    11,136484,19010623,10141,    0
    11,136484,19010624,10154,    0
    11,136484,19010625,10237,    0
    11,136484,19010626,10244,    0
    11,136484,19010627,10215,    0
    11,136484,19010628,10204,    0
    11,136484,19010629,10200,    0
    11,136484,19010630,10167,    0
    11,136484,19010701,10081,    0
    11,136484,19010702,10076,    0
    11,136484,19010703,10062,    0
    11,136484,19010704,10113,    0
    11,136484,19010705,10167,    0
    11,136484,19010706,10175,    0
    11,136484,19010707,10190,    0
    11,136484,19010708,10187,    0
    11,136484,19010709,10145,    0
    11,136484,19010710,10145,    0
    11,136484,19010711,10158,    0
    11,136484,19010712,10157,    0
    11,136484,19010713,10149,    0
    11,136484,19010714,10125,    0
    11,136484,19010715,10146,    0
    11,136484,19010716,10219,    0
    11,136484,19010717,10247,    0
    11,136484,19010718,10201,    0
    11,136484,19010719,10160,    0
    11,136484,19010720,10154,    0
    11,136484,19010721,10142,    0
    11,136484,19010722,10119,    0
    11,136484,19010723,10080,    0
    11,136484,19010724,10088,    0
    11,136484,19010725,10096,    0
    11,136484,19010726,10114,    0
    11,136484,19010727,10114,    0
    11,136484,19010728,10122,    0
    11,136484,19010729,10166,    0
    11,136484,19010730,10195,    0
    11,136484,19010731,10154,    0
    11,136484,19010801,10088,    0
    11,136484,19010802,10093,    0
    11,136484,19010803,10190,    0
    11,136484,19010804,10181,    0
    11,136484,19010805,10145,    0
    11,136484,19010806,10114,    0
    11,136484,19010807,10127,    0
    11,136484,19010808,10203,    0
    11,136484,19010809,10195,    0
    11,136484,19010810,10154,    0
    11,136484,19010811,10142,    0
    11,136484,19010812,10129,    0
    11,136484,19010813,10158,    0
    11,136484,19010814,10163,    0
    11,136484,19010815,10117,    0
    11,136484,19010816,10173,    0
    11,136484,19010817,10230,    0
    11,136484,19010818,10218,    0
    11,136484,19010819,10189,    0
    11,136484,19010820,10189,    0
    11,136484,19010821,10236,    0
    11,136484,19010822,10240,    0
    11,136484,19010823,10221,    0
    11,136484,19010824,10180,    0
    11,136484,19010825,10136,    0
    11,136484,19010826,10053,    0
    11,136484,19010827,10135,    0
    11,136484,19010828,10122,    0
    11,136484,19010829,10194,    0
    11,136484,19010830,10224,    0
    11,136484,19010831,10177,    0
    11,136484,19010901,10126,    0
    11,136484,19010902,10163,    0
    11,136484,19010903,10163,    0
    11,136484,19010904,10105,    0
    11,136484,19010905,10083,    0
    11,136484,19010906,10108,    0
    11,136484,19010907,10182,    0
    11,136484,19010908,10200,    0
    11,136484,19010909,10196,    0
    11,136484,19010910,10163,    0
    11,136484,19010911,10145,    0
    11,136484,19010912,10081,    0
    11,136484,19010913,10046,    0
    11,136484,19010914,10019,    0
    11,136484,19010915,10071,    0
    11,136484,19010916,10123,    0
    11,136484,19010917,10134,    0
    11,136484,19010918,10167,    0
    11,136484,19010919,10188,    0
    11,136484,19010920,10154,    0
    11,136484,19010921,10076,    0
    11,136484,19010922,10058,    0
    11,136484,19010923,10099,    0
    11,136484,19010924,10095,    0
    11,136484,19010925,10109,    0
    11,136484,19010926,10149,    0
    11,136484,19010927,10234,    0
    11,136484,19010928,10268,    0
    11,136484,19010929,10261,    0
    11,136484,19010930,10251,    0
    11,136484,19011001,10223,    0
    11,136484,19011002,10136,    0
    11,136484,19011003,10163,    0
    11,136484,19011004,10115,    0
    11,136484,19011005,10113,    0
    11,136484,19011006,10002,    0
    11,136484,19011007,10007,    0
    11,136484,19011008,10102,    0
    11,136484,19011009,10028,    0
    11,136484,19011010,10177,    0
    11,136484,19011011,10218,    0
    11,136484,19011012,10186,    0
    11,136484,19011013,10177,    0
    11,136484,19011014,10164,    0
    11,136484,19011015,10136,    0
    11,136484,19011016,10102,    0
    11,136484,19011017,10094,    0
    11,136484,19011018,10097,    0
    11,136484,19011019,10109,    0
    11,136484,19011020,10104,    0
    11,136484,19011021,10072,    0
    11,136484,19011022,10070,    0
    11,136484,19011023,10174,    0
    11,136484,19011024,10257,    0
    11,136484,19011025,10207,    0
    11,136484,19011026,10176,    0
    11,136484,19011027,10255,    0
    11,136484,19011028,10259,    0
    11,136484,19011029,10206,    0
    11,136484,19011030,10188,    0
    11,136484,19011031,10262,    0
    11,136484,19011101,10330,    0
    11,136484,19011102,10335,    0
    11,136484,19011103,10301,    0
    11,136484,19011104,10287,    0
    11,136484,19011105,10319,    0
    11,136484,19011106,10284,    0
    11,136484,19011107,10239,    0
    11,136484,19011108,10204,    0
    11,136484,19011109,10190,    0
    11,136484,19011110,10216,    0
    11,136484,19011111,10149,    0
    11,136484,19011112,10106,    0
    11,136484,19011113,10023,    0
    11,136484,19011114,10005,    0
    11,136484,19011115,10050,    0
    11,136484,19011116,10110,    0
    11,136484,19011117,10314,    0
    11,136484,19011118,10321,    0
    11,136484,19011119,10259,    0
    11,136484,19011120,10184,    0
    11,136484,19011121,10171,    0
    11,136484,19011122,10140,    0
    11,136484,19011123,10226,    0
    11,136484,19011124,10308,    0
    11,136484,19011125,10316,    0
    11,136484,19011126,10274,    0
    11,136484,19011127,10249,    0
    11,136484,19011128,10173,    0
    11,136484,19011129,10207,    0
    11,136484,19011130,10249,    0
    11,136484,19011201,10230,    0
    11,136484,19011202,10264,    0
    11,136484,19011203,10209,    0
    11,136484,19011204,10248,    0
    11,136484,19011205,10272,    0
    11,136484,19011206,10257,    0
    11,136484,19011207,10281,    0
    11,136484,19011208,10171,    0
    11,136484,19011209,10060,    0
    11,136484,19011210,10045,    0
    11,136484,19011211,10050,    0
    11,136484,19011212,10132,    0
    11,136484,19011213,10018,    0
    11,136484,19011214, 9973,    0
    11,136484,19011215,10026,    0
    11,136484,19011216,10120,    0
    11,136484,19011217,10088,    0
    11,136484,19011218,10011,    0
    11,136484,19011219, 9990,    0
    11,136484,19011220, 9982,    0
    11,136484,19011221,10044,    0
    11,136484,19011222, 9951,    0
    11,136484,19011223,10048,    0
    11,136484,19011224,10034,    0
    11,136484,19011225, 9940,    0
    11,136484,19011226,10000,    0
    11,136484,19011227,10065,    0
    11,136484,19011228,10148,    0
    11,136484,19011229,10098,    0
    11,136484,19011230,10225,    0
    11,136484,19011231,10283,    0
    11,136484,19020101,10222,    0
    11,136484,19020102,10076,    0
    11,136484,19020103,10124,    0
    11,136484,19020104,10220,    0
    11,136484,19020105,10205,    0
    11,136484,19020106,10268,    0
    11,136484,19020107,10318,    0
    11,136484,19020108,10361,    0
    11,136484,19020109,10309,    0
    11,136484,19020110,10294,    0
    11,136484,19020111,10234,    0
    11,136484,19020112,10230,    0
    11,136484,19020113,10222,    0
    11,136484,19020114,10306,    0
    11,136484,19020115,10400,    0
    11,136484,19020116,10263,    0
    11,136484,19020117,10294,    0
    11,136484,19020118,10249,    0
    11,136484,19020119,10292,    0
    11,136484,19020120,10308,    0
    11,136484,19020121,10288,    0
    11,136484,19020122,10298,    0
    11,136484,19020123,10257,    0
    11,136484,19020124,10157,    0
    11,136484,19020125,10004,    0
    11,136484,19020126,10057,    0
    11,136484,19020127,10081,    0
    11,136484,19020128,10047,    0
    11,136484,19020129,10089,    0
    11,136484,19020130,10245,    0
    11,136484,19020131,10326,    0
    11,136484,19020201,10260,    0
    11,136484,19020202,10197,    0
    11,136484,19020203,10143,    0
    11,136484,19020204,10156,    0
    11,136484,19020205,10197,    0
    11,136484,19020206,10106,    0
    11,136484,19020207,10034,    0
    11,136484,19020208,10009,    0
    11,136484,19020209,10015,    0
    11,136484,19020210,10057,    0
    11,136484,19020211,10123,    0
    11,136484,19020212,10161,    0
    11,136484,19020213,10047,    0
    11,136484,19020214,10100,    0
    11,136484,19020215,10184,    0
    11,136484,19020216,10214,    0
    11,136484,19020217,10114,    0
    11,136484,19020218,10164,    0
    11,136484,19020219,10176,    0
    11,136484,19020220,10215,    0
    11,136484,19020221,10216,    0
    11,136484,19020222,10212,    0
    11,136484,19020223,10211,    0
    11,136484,19020224,10163,    0
    11,136484,19020225,10111,    0
    11,136484,19020226,10096,    0
    11,136484,19020227,10067,    0
    11,136484,19020228,10088,    0
    11,136484,19020301,10037,    0
    11,136484,19020302,10136,    0
    11,136484,19020303,10197,    0
    11,136484,19020304,10196,    0
    11,136484,19020305,10250,    0
    11,136484,19020306,10212,    0
    11,136484,19020307,10110,    0
    11,136484,19020308,10079,    0
    11,136484,19020309, 9989,    0
    11,136484,19020310,10113,    0
    11,136484,19020311,10162,    0
    11,136484,19020312,10194,    0
    11,136484,19020313,10259,    0
    11,136484,19020314,10275,    0
    11,136484,19020315,10184,    0
    11,136484,19020316,10157,    0
    11,136484,19020317,10205,    0
    11,136484,19020318,10227,    0
    11,136484,19020319,10170,    0
    11,136484,19020320,10102,    0
    11,136484,19020321,10043,    0
    11,136484,19020322, 9989,    0
    11,136484,19020323, 9979,    0
    11,136484,19020324,10077,    0
    11,136484,19020325,10053,    0
    11,136484,19020326,10142,    0
    11,136484,19020327,10136,    0
    11,136484,19020328,10117,    0
    11,136484,19020329,10130,    0
    11,136484,19020330,10052,    0
    11,136484,19020331,10119,    0
    11,136484,19020401,10089,    0
    11,136484,19020402,10066,    0
    11,136484,19020403,10111,    0
    11,136484,19020404,10128,    0
    11,136484,19020405,10163,    0
    11,136484,19020406,10098,    0
    11,136484,19020407,10175,    0
    11,136484,19020408,10203,    0
    11,136484,19020409,10184,    0
    11,136484,19020410,10129,    0
    11,136484,19020411,10082,    0
    11,136484,19020412,10090,    0
    11,136484,19020413,10084,    0
    11,136484,19020414,10117,    0
    11,136484,19020415,10138,    0
    11,136484,19020416,10148,    0
    11,136484,19020417,10144,    0
    11,136484,19020418,10179,    0
    11,136484,19020419,10188,    0
    11,136484,19020420,10196,    0
    11,136484,19020421,10202,    0
    11,136484,19020422,10168,    0
    11,136484,19020423,10140,    0
    11,136484,19020424,10161,    0
    11,136484,19020425,10132,    0
    11,136484,19020426,10078,    0
    11,136484,19020427,10124,    0
    11,136484,19020428,10153,    0
    11,136484,19020429,10109,    0
    11,136484,19020430,10130,    0
    11,136484,19020501,10044,    0
    11,136484,19020502,10107,    0
    11,136484,19020503,10127,    0
    11,136484,19020504,10129,    0
    11,136484,19020505,10147,    0
    11,136484,19020506,10167,    0
    11,136484,19020507,10185,    0
    11,136484,19020508,10157,    0
    11,136484,19020509,10077,    0
    11,136484,19020510,10104,    0
    11,136484,19020511,10107,    0
    11,136484,19020512,10104,    0
    11,136484,19020513,10100,    0
    11,136484,19020514,10109,    0
    11,136484,19020515,10129,    0
    11,136484,19020516,10111,    0
    11,136484,19020517,10054,    0
    11,136484,19020518,10017,    0
    11,136484,19020519,10023,    0
    11,136484,19020520,10095,    0
    11,136484,19020521,10181,    0
    11,136484,19020522,10217,    0
    11,136484,19020523,10230,    0
    11,136484,19020524,10273,    0
    11,136484,19020525,10252,    0
    11,136484,19020526,10215,    0
    11,136484,19020527,10199,    0
    11,136484,19020528,10157,    0
    11,136484,19020529,10140,    0
    11,136484,19020530,10114,    0
    11,136484,19020531,10115,    0
    11,136484,19020601,10114,    0
    11,136484,19020602,10151,    0
    11,136484,19020603,10164,    0
    11,136484,19020604,10147,    0
    11,136484,19020605,10155,    0
    11,136484,19020606,10130,    0
    11,136484,19020607,10064,    0
    11,136484,19020608,10042,    0
    11,136484,19020609,10049,    0
    11,136484,19020610,10040,    0
    11,136484,19020611,10085,    0
    11,136484,19020612,10068,    0
    11,136484,19020613,10061,    0
    11,136484,19020614,10092,    0
    11,136484,19020615,10103,    0
    11,136484,19020616,10113,    0
    11,136484,19020617,10120,    0
    11,136484,19020618,10130,    0
    11,136484,19020619,10115,    0
    11,136484,19020620,10044,    0
    11,136484,19020621,10144,    0
    11,136484,19020622,10202,    0
    11,136484,19020623,10208,    0
    11,136484,19020624,10180,    0
    11,136484,19020625,10208,    0
    11,136484,19020626,10229,    0
    11,136484,19020627,10254,    0
    11,136484,19020628,10225,    0
    11,136484,19020629,10156,    0
    11,136484,19020630,10137,    0
    11,136484,19020701,10114,    0
    11,136484,19020702,10136,    0
    11,136484,19020703,10235,    0
    11,136484,19020704,10227,    0
    11,136484,19020705,10187,    0
    11,136484,19020706,10205,    0
    11,136484,19020707,10186,    0
    11,136484,19020708,10166,    0
    11,136484,19020709,10127,    0
    11,136484,19020710,10046,    0
    11,136484,19020711,10119,    0
    11,136484,19020712,10217,    0
    11,136484,19020713,10230,    0
    11,136484,19020714,10202,    0
    11,136484,19020715,10152,    0
    11,136484,19020716,10131,    0
    11,136484,19020717,10110,    0
    11,136484,19020718,10142,    0
    11,136484,19020719,10122,    0
    11,136484,19020720,10075,    0
    11,136484,19020721,10085,    0
    11,136484,19020722,10160,    0
    11,136484,19020723,10165,    0
    11,136484,19020724,10152,    0
    11,136484,19020725,10161,    0
    11,136484,19020726,10148,    0
    11,136484,19020727,10122,    0
    11,136484,19020728,10222,    0
    11,136484,19020729,10242,    0
    11,136484,19020730,10210,    0
    11,136484,19020731,10156,    0
    11,136484,19020801,10169,    0
    11,136484,19020802,10141,    0
    11,136484,19020803,10138,    0
    11,136484,19020804,10160,    0
    11,136484,19020805,10155,    0
    11,136484,19020806,10169,    0
    11,136484,19020807,10118,    0
    11,136484,19020808,10128,    0
    11,136484,19020809,10168,    0
    11,136484,19020810,10162,    0
    11,136484,19020811,10134,    0
    11,136484,19020812,10162,    0
    11,136484,19020813,10165,    0
    11,136484,19020814,10146,    0
    11,136484,19020815,10158,    0
    11,136484,19020816,10141,    0
    11,136484,19020817,10127,    0
    11,136484,19020818,10169,    0
    11,136484,19020819,10133,    0
    11,136484,19020820,10132,    0
    11,136484,19020821,10185,    0
    11,136484,19020822,10227,    0
    11,136484,19020823,10217,    0
    11,136484,19020824,10158,    0
    11,136484,19020825,10122,    0
    11,136484,19020826,10117,    0
    11,136484,19020827,10114,    0
    11,136484,19020828,10159,    0
    11,136484,19020829,10112,    0
    11,136484,19020830,10077,    0
    11,136484,19020831,10162,    0
    11,136484,19020901,10165,    0
    11,136484,19020902,10179,    0
    11,136484,19020903,10168,    0
    11,136484,19020904,10172,    0
    11,136484,19020905,10147,    0
    11,136484,19020906,10166,    0
    11,136484,19020907,10203,    0
    11,136484,19020908,10218,    0
    11,136484,19020909,10182,    0
    11,136484,19020910,10152,    0
    11,136484,19020911,10129,    0
    11,136484,19020912,10052,    0
    11,136484,19020913,10127,    0
    11,136484,19020914,10143,    0
    11,136484,19020915,10198,    0
    11,136484,19020916,10165,    0
    11,136484,19020917,10157,    0
    11,136484,19020918,10216,    0
    11,136484,19020919,10270,    0
    11,136484,19020920,10276,    0
    11,136484,19020921,10252,    0
    11,136484,19020922,10263,    0
    11,136484,19020923,10233,    0
    11,136484,19020924,10221,    0
    11,136484,19020925,10235,    0
    11,136484,19020926,10257,    0
    11,136484,19020927,10213,    0
    11,136484,19020928,10176,    0
    11,136484,19020929,10137,    0
    11,136484,19020930,10076,    0
    11,136484,19021001,10074,    0
    11,136484,19021002,10090,    0
    11,136484,19021003,10176,    0
    11,136484,19021004,10213,    0
    11,136484,19021005,10116,    0
    11,136484,19021006,10097,    0
    11,136484,19021007,10106,    0
    11,136484,19021008,10148,    0
    11,136484,19021009,10154,    0
    11,136484,19021010,10094,    0
    11,136484,19021011,10088,    0
    11,136484,19021012,10104,    0
    11,136484,19021013,10271,    0
    11,136484,19021014,10204,    0
    11,136484,19021015,10180,    0
    11,136484,19021016,10102,    0
    11,136484,19021017,10090,    0
    11,136484,19021018,10135,    0
    11,136484,19021019,10167,    0
    11,136484,19021020,10196,    0
    11,136484,19021021,10169,    0
    11,136484,19021022,10234,    0
    11,136484,19021023,10282,    0
    11,136484,19021024,10366,    0
    11,136484,19021025,10299,    0
    11,136484,19021026,10230,    0
    11,136484,19021027,10183,    0
    11,136484,19021028,10195,    0
    11,136484,19021029,10183,    0
    11,136484,19021030,10170,    0
    11,136484,19021031,10196,    0
    11,136484,19021101,10201,    0
    11,136484,19021102,10238,    0
    11,136484,19021103,10227,    0
    11,136484,19021104,10223,    0
    11,136484,19021105,10200,    0
    11,136484,19021106,10163,    0
    11,136484,19021107,10126,    0
    11,136484,19021108,10192,    0
    11,136484,19021109,10150,    0
    11,136484,19021110,10211,    0
    11,136484,19021111,10194,    0
    11,136484,19021112,10236,    0
    11,136484,19021113,10251,    0
    11,136484,19021114,10284,    0
    11,136484,19021115,10256,    0
    11,136484,19021116,10253,    0
    11,136484,19021117,10273,    0
    11,136484,19021118,10266,    0
    11,136484,19021119,10200,    0
    11,136484,19021120,10212,    0
    11,136484,19021121,10239,    0
    11,136484,19021122,10259,    0
    11,136484,19021123,10244,    0
    11,136484,19021124,10193,    0
    11,136484,19021125,10084,    0
    11,136484,19021126,10047,    0
    11,136484,19021127,10093,    0
    11,136484,19021128,10088,    0
    11,136484,19021129,10078,    0
    11,136484,19021130,10092,    0
    11,136484,19021201,10103,    0
    11,136484,19021202,10050,    0
    11,136484,19021203,10101,    0
    11,136484,19021204,10164,    0
    11,136484,19021205,10248,    0
    11,136484,19021206,10233,    0
    11,136484,19021207,10232,    0
    11,136484,19021208,10207,    0
    11,136484,19021209,10206,    0
    11,136484,19021210,10278,    0
    11,136484,19021211,10283,    0
    11,136484,19021212,10286,    0
    11,136484,19021213,10328,    0
    11,136484,19021214,10377,    0
    11,136484,19021215,10305,    0
    11,136484,19021216,10316,    0
    11,136484,19021217,10203,    0
    11,136484,19021218,10097,    0
    11,136484,19021219,10132,    0
    11,136484,19021220,10176,    0
    11,136484,19021221,10148,    0
    11,136484,19021222,10309,    0
    11,136484,19021223,10388,    0
    11,136484,19021224,10362,    0
    11,136484,19021225,10277,    0
    11,136484,19021226,10168,    0
    11,136484,19021227,10195,    0
    11,136484,19021228,10163,    0
    11,136484,19021229,10020,    0
    11,136484,19021230, 9938,    0
    11,136484,19021231, 9989,    0
    11,136484,19030101,10124,    0
    11,136484,19030102,10184,    0
    11,136484,19030103,10168,    0
    11,136484,19030104,10177,    0
    11,136484,19030105,10132,    0
    11,136484,19030106,10142,    0
    11,136484,19030107,10124,    0
    11,136484,19030108,10169,    0
    11,136484,19030109,10159,    0
    11,136484,19030110,10113,    0
    11,136484,19030111,10019,    0
    11,136484,19030112,10063,    0
    11,136484,19030113,10192,    0
    11,136484,19030114,10294,    0
    11,136484,19030115,10357,    0
    11,136484,19030116,10349,    0
    11,136484,19030117,10348,    0
    11,136484,19030118,10352,    0
    11,136484,19030119,10350,    0
    11,136484,19030120,10332,    0
    11,136484,19030121,10317,    0
    11,136484,19030122,10314,    0
    11,136484,19030123,10270,    0
    11,136484,19030124,10318,    0
    11,136484,19030125,10337,    0
    11,136484,19030126,10345,    0
    11,136484,19030127,10323,    0
    11,136484,19030128,10268,    0
    11,136484,19030129,10332,    0
    11,136484,19030130,10330,    0
    11,136484,19030131,10271,    0
    11,136484,19030201,10128,    0
    11,136484,19030202,10063,    0
    11,136484,19030203,10263,    0
    11,136484,19030204,10332,    0
    11,136484,19030205,10338,    0
    11,136484,19030206,10307,    0
    11,136484,19030207,10312,    0
    11,136484,19030208,10321,    0
    11,136484,19030209,10290,    0
    11,136484,19030210,10396,    0
    11,136484,19030211,10335,    0
    11,136484,19030212,10199,    0
    11,136484,19030213,10233,    0
    11,136484,19030214,10184,    0
    11,136484,19030215,10083,    0
    11,136484,19030216,10238,    0
    11,136484,19030217,10392,    0
    11,136484,19030218,10402,    0
    11,136484,19030219,10373,    0
    11,136484,19030220,10358,    0
    11,136484,19030221,10316,    0
    11,136484,19030222,10249,    0
    11,136484,19030223,10137,    0
    11,136484,19030224,10255,    0
    11,136484,19030225,10266,    0
    11,136484,19030226,10239,    0
    11,136484,19030227,10213,    0
    11,136484,19030228,10128,    0
    11,136484,19030301,10169,    0
    11,136484,19030302,10107,    0
    11,136484,19030303, 9946,    0
    11,136484,19030304,10168,    0
    11,136484,19030305,10219,    0
